"device_name","machine_definition","variable_name","value","timestamp","variable_attribute","device","machine_def","year","month","date"
"be714-em63-multi-client","M221-10","Time_on_machine","02:43:19","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cushion","7.54","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_time","0.595","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Dosage_time","2.16","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_pressure","1878","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_pressure","1864","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cycle_time","7.15","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Extruder_start_position","12.03","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z1","518","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z2","0","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z3","518","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z4","517.9","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z5","509","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z6","0","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z7","0","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z8","149","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_position","8","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Machine_status","0A000","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Scrap_counter","3339","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Shot_counter","737832","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Shot_size","42.4","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Extruder_torque","25.33","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Peak_pressure_time","0.599","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Peak_pressure_position","7.75","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Ejector_fix_deviation_torque","6.5","2025-11-02 02:43:19.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Time_on_machine","02:43:29","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cushion","7.54","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_time","0.595","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Dosage_time","2.16","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_pressure","1882","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_pressure","1869","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cycle_time","7.14","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Extruder_start_position","11.99","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z1","518","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z2","0","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z3","518.1","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z4","517.9","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z5","509","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z6","0","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z7","0","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z8","149","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_position","8","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Machine_status","0A000","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Scrap_counter","3339","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Shot_counter","737834","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Shot_size","42.4","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Extruder_torque","25.23","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Peak_pressure_time","0.599","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Peak_pressure_position","7.77","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Ejector_fix_deviation_torque","6.6","2025-11-02 02:43:29.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Time_on_machine","02:43:59","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cushion","7.54","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_time","0.595","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Dosage_time","2.18","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Injection_pressure","1872","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_pressure","1859","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cycle_time","7.14","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Extruder_start_position","11.99","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z1","518","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z2","0","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z3","518.1","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z4","518","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z5","509","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z6","0","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z7","0","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Cyl_tmp_z8","149","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Switch_position","8","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
"be714-em63-multi-client","M221-10","Machine_status","0A000","2025-11-02 02:43:59.000000",,"be714-em63-multi-client","M221-10","2025","11","2025-11-02"
