datetime_last_load,machine_nr,machine_group_nr,machine_costcenter,machine_area,order_operation,article,article_description,tool_number,order_priority,order_planned_start,order_start,order_planned_stop,order_stop,target_qty,target_cycle_time_per_1000,target_partitioning,regrind_flag,actual_order_start,actual_machine_status,actual_cycle_time_per_1000,rest_duration,shift_start_date,shift_stop_date,actual_qty,actual_scrap_qty,shift_qty,shift_scrap,shift_production_time,shift_partitioning,stoer_text,remaining_runtime,parts_produced_last_updated,scrap_reason_codes,local_datetime_last_load,local_time_zone,target_cycle_time_per_1000_decimal,year,month,date
30-11-2025 00:20,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:20,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:22,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:22,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:24,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:24,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:26,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:26,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:28,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:28,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:30,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:30,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:32,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:32,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:34,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:34,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:36,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:36,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:38,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:38,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:40,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:40,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:42,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:42,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:44,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:44,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:46,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:46,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:48,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:48,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:50,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:50,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:52,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:52,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:54,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:54,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:56,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:56,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 00:58,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 01:58,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:00,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:00,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:02,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:02,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:04,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:04,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:06,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:06,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:08,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:08,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:10,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:10,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:12,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:12,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:14,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:14,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:16,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:16,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:18,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:18,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:20,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:20,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:22,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:22,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:24,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:24,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:26,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:26,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:28,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:28,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:30,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:30,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:32,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:32,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:34,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:34,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:36,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:36,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:38,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:38,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:40,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:40,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:42,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:42,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:44,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:44,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:46,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:46,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:48,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:48,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:50,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:50,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:52,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:52,Europe/Brussels,9000,2025,11,30-11-2025
30-11-2025 01:54,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,2362202-1,"11POS,MQS,REC INNER HSG",M1953714,,19-11-2025 00:00,19-11-2025 00:00,24-11-2025 22:22,24-11-2025 22:22,200000,9000,4,1,29-11-2025 17:00,999,0,450000,30-11-2025 17:00,30-11-2025 05:00,0,876,0,876,0,4,Pauze/Niet gepland,5625072,,,30-11-2025 02:54,Europe/Brussels,9000,2025,11,30-11-2025
