datetime_last_load,machine_nr,machine_group_nr,machine_costcenter,machine_area,order_operation,article,article_description,tool_number,order_priority,order_planned_start,order_start,order_planned_stop,order_stop,target_qty,target_cycle_time_per_1000,target_partitioning,regrind_flag,actual_order_start,actual_machine_status,actual_cycle_time_per_1000,rest_duration,shift_start_date,shift_stop_date,actual_qty,actual_scrap_qty,shift_qty,shift_scrap,shift_production_time,shift_partitioning,stoer_text,remaining_runtime,parts_produced_last_updated,scrap_reason_codes,local_datetime_last_load,local_time_zone,target_cycle_time_per_1000_decimal,year,month,date
02-11-2025 06:58,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,291053,02-11-2025 05:00,02-11-2025 17:00,467368,2384,11952,0,10667,8,Productie,309622,,,02-11-2025 07:58,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:00,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7143,290969,02-11-2025 05:00,02-11-2025 17:00,467464,2384,12048,0,10757,8,Productie,309533,,,02-11-2025 08:00,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:02,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,290815,02-11-2025 05:00,02-11-2025 17:00,467640,2384,12224,0,10911,8,Productie,309369,,,02-11-2025 08:02,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:04,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,290703,02-11-2025 05:00,02-11-2025 17:00,467768,2384,12352,0,11027,8,Productie,309250,,,02-11-2025 08:04,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:06,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,290612,02-11-2025 05:00,02-11-2025 17:00,467872,2384,12456,0,11117,8,Productie,309153,,,02-11-2025 08:06,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:08,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7143,290528,02-11-2025 05:00,02-11-2025 17:00,467968,2384,12552,0,11207,8,Productie,309064,,,02-11-2025 08:08,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:10,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,290346,02-11-2025 05:00,02-11-2025 17:00,468176,2384,12760,0,11387,8,Productie,308870,,,02-11-2025 08:10,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:12,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,290262,02-11-2025 05:00,02-11-2025 17:00,468272,2384,12856,0,11477,8,Productie,308781,,,02-11-2025 08:12,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:14,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,290171,02-11-2025 05:00,02-11-2025 17:00,468376,2384,12960,0,11567,8,Productie,308684,,,02-11-2025 08:14,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:16,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,289996,02-11-2025 05:00,02-11-2025 17:00,468576,2384,13160,0,11747,8,Productie,308498,,,02-11-2025 08:16,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:18,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,289905,02-11-2025 05:00,02-11-2025 17:00,468680,2384,13264,0,11837,8,Productie,308401,,,02-11-2025 08:18,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:20,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,289821,02-11-2025 05:00,02-11-2025 17:00,468776,2384,13360,0,11927,8,Productie,308312,,,02-11-2025 08:20,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:22,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,289639,02-11-2025 05:00,02-11-2025 17:00,468984,2384,13568,0,12107,8,Productie,308118,,,02-11-2025 08:22,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:24,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,289555,02-11-2025 05:00,02-11-2025 17:00,469080,2384,13664,0,12197,8,Productie,308029,,,02-11-2025 08:24,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:26,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,289464,02-11-2025 05:00,02-11-2025 17:00,469184,2384,13768,0,12287,8,Productie,307932,,,02-11-2025 08:26,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:28,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,289289,02-11-2025 05:00,02-11-2025 17:00,469384,2384,13968,0,12467,8,Productie,307746,,,02-11-2025 08:28,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:30,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,289198,02-11-2025 05:00,02-11-2025 17:00,469488,2384,14072,0,12557,8,Productie,307649,,,02-11-2025 08:30,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:32,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,289044,02-11-2025 05:00,02-11-2025 17:00,469664,2384,14248,0,12714,8,Productie,307485,,,02-11-2025 08:32,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:34,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,288932,02-11-2025 05:00,02-11-2025 17:00,469792,2384,14376,0,12829,8,Productie,307366,,,02-11-2025 08:34,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:36,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,288848,02-11-2025 05:00,02-11-2025 17:00,469888,2384,14472,0,12917,8,Productie,307277,,,02-11-2025 08:36,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:38,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,288757,02-11-2025 05:00,02-11-2025 17:00,469992,2384,14576,0,13007,8,Productie,307180,,,02-11-2025 08:38,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:40,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,288582,02-11-2025 05:00,02-11-2025 17:00,470192,2384,14776,0,13187,8,Productie,306994,,,02-11-2025 08:40,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:42,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,288498,02-11-2025 05:00,02-11-2025 17:00,470288,2384,14872,0,13277,8,Productie,306904,,,02-11-2025 08:42,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:44,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,288344,02-11-2025 05:00,02-11-2025 17:00,470464,2384,15048,0,13431,8,Productie,306740,,,02-11-2025 08:44,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:46,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,288232,02-11-2025 05:00,02-11-2025 17:00,470592,2384,15176,0,13547,8,Productie,306621,,,02-11-2025 08:46,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:48,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,288141,02-11-2025 05:00,02-11-2025 17:00,470696,2384,15280,0,13637,8,Productie,306524,,,02-11-2025 08:48,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:50,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,288057,02-11-2025 05:00,02-11-2025 17:00,470792,2384,15376,0,13727,8,Productie,306435,,,02-11-2025 08:50,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:52,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,287875,02-11-2025 05:00,02-11-2025 17:00,471000,2384,15584,0,13907,8,Productie,306241,,,02-11-2025 08:52,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:54,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,287756,02-11-2025 05:00,02-11-2025 17:00,471136,2384,15720,0,14032,8,Productie,306115,,,02-11-2025 08:54,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:56,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,287700,02-11-2025 05:00,02-11-2025 17:00,471200,2384,15784,0,14087,8,Productie,306055,,,02-11-2025 08:56,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 07:58,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,287525,02-11-2025 05:00,02-11-2025 17:00,471400,2384,15984,0,14267,8,Productie,305869,,,02-11-2025 08:58,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:00,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,287434,02-11-2025 05:00,02-11-2025 17:00,471504,2384,16088,0,14357,8,Productie,305772,,,02-11-2025 09:00,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:02,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,287280,02-11-2025 05:00,02-11-2025 17:00,471680,2384,16264,0,14518,8,Productie,305608,,,02-11-2025 09:02,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:04,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,287168,02-11-2025 05:00,02-11-2025 17:00,471808,2384,16392,0,14634,8,Productie,305489,,,02-11-2025 09:04,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:06,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,287084,02-11-2025 05:00,02-11-2025 17:00,471904,2384,16488,0,14717,8,Productie,305400,,,02-11-2025 09:06,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:08,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7139,286993,02-11-2025 05:00,02-11-2025 17:00,472008,2384,16592,0,14807,8,Productie,305303,,,02-11-2025 09:08,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:10,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,286818,02-11-2025 05:00,02-11-2025 17:00,472208,2384,16792,0,14987,8,Productie,305117,,,02-11-2025 09:10,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:12,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,286734,02-11-2025 05:00,02-11-2025 17:00,472304,2384,16888,0,15077,8,Productie,305028,,,02-11-2025 09:12,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:14,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7143,286580,02-11-2025 05:00,02-11-2025 17:00,472480,2384,17064,0,15235,8,Productie,304864,,,02-11-2025 09:14,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:16,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,286468,02-11-2025 05:00,02-11-2025 17:00,472608,2384,17192,0,15347,8,Productie,304745,,,02-11-2025 09:16,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:18,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,286377,02-11-2025 05:00,02-11-2025 17:00,472712,2384,17296,0,15437,8,Productie,304648,,,02-11-2025 09:18,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:20,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,286293,02-11-2025 05:00,02-11-2025 17:00,472808,2384,17392,0,15527,8,Productie,304558,,,02-11-2025 09:20,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:22,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,286111,02-11-2025 05:00,02-11-2025 17:00,473016,2384,17600,0,15707,8,Productie,304365,,,02-11-2025 09:22,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:24,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,286027,02-11-2025 05:00,02-11-2025 17:00,473112,2384,17696,0,15797,8,Productie,304276,,,02-11-2025 09:24,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:26,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,285936,02-11-2025 05:00,02-11-2025 17:00,473216,2384,17800,0,15887,8,Productie,304179,,,02-11-2025 09:26,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:28,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,285761,02-11-2025 05:00,02-11-2025 17:00,473416,2384,18000,0,16067,8,Productie,303993,,,02-11-2025 09:28,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:30,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,285670,02-11-2025 05:00,02-11-2025 17:00,473520,2384,18104,0,16157,8,Productie,303896,,,02-11-2025 09:30,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:32,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,285509,02-11-2025 05:00,02-11-2025 17:00,473704,2384,18288,0,16321,8,Productie,303724,,,02-11-2025 09:32,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:34,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,285411,02-11-2025 05:00,02-11-2025 17:00,473816,2384,18400,0,16427,8,Productie,303620,,,02-11-2025 09:34,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:36,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,285320,02-11-2025 05:00,02-11-2025 17:00,473920,2384,18504,0,16517,8,Productie,303523,,,02-11-2025 09:36,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:38,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,285229,02-11-2025 05:00,02-11-2025 17:00,474024,2384,18608,0,16607,8,Productie,303427,,,02-11-2025 09:38,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:40,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,285054,02-11-2025 05:00,02-11-2025 17:00,474224,2384,18808,0,16787,8,Productie,303240,,,02-11-2025 09:40,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:42,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,284970,02-11-2025 05:00,02-11-2025 17:00,474320,2384,18904,0,16877,8,Productie,303151,,,02-11-2025 09:42,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:44,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,284879,02-11-2025 05:00,02-11-2025 17:00,474424,2384,19008,0,16967,8,Productie,303054,,,02-11-2025 09:44,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:46,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,284704,02-11-2025 05:00,02-11-2025 17:00,474624,2384,19208,0,17147,8,Productie,302868,,,02-11-2025 09:46,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:48,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,284613,02-11-2025 05:00,02-11-2025 17:00,474728,2384,19312,0,17237,8,Productie,302771,,,02-11-2025 09:48,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:50,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,284529,02-11-2025 05:00,02-11-2025 17:00,474824,2384,19408,0,17327,8,Productie,302682,,,02-11-2025 09:50,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:52,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,284347,02-11-2025 05:00,02-11-2025 17:00,475032,2384,19616,0,17507,8,Productie,302488,,,02-11-2025 09:52,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:54,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7142,284263,02-11-2025 05:00,02-11-2025 17:00,475128,2384,19712,0,17597,8,Productie,302399,,,02-11-2025 09:54,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:56,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,284172,02-11-2025 05:00,02-11-2025 17:00,475232,2384,19816,0,17687,8,Productie,302302,,,02-11-2025 09:56,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 08:58,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7141,283997,02-11-2025 05:00,02-11-2025 17:00,475432,2384,20016,0,17867,8,Productie,302116,,,02-11-2025 09:58,Europe/Brussels,7000,2025,11,02-11-2025
02-11-2025 09:00,M-221,M-221,VS3U,OOST_MOLDING,2.00233E+15,1418968-1,18POS MQS REC,M1966560,,26-10-2025 23:59,26-10-2025 23:59,06-11-2025 05:58,06-11-2025 05:58,800000,7000,8,1,02-11-2025 05:00,200,7140,283906,02-11-2025 05:00,02-11-2025 17:00,475536,2384,20120,0,17957,8,Productie,302019,,,02-11-2025 10:00,Europe/Brussels,7000,2025,11,02-11-2025
